Data File Name,2100 expert_Eukaryote Total RNA Nano_DE34903936_2012-01-05_11-16-28.xad
Data File Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\data\bef\2012-01-05
Date Created,"Thursday, January 05, 2012 5:16:28 PM"
Date Last Modified,"Thursday, January 05, 2012 5:39:32 PM"
Version Created,B.02.08.SI648
Version Last Modified,B.02.08.SI648
 
Assay Name,Eukaryote Total RNA Nano Series II
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\RNA
Assay Title,Eukaryote Total RNA Nano
Assay Version,2.6
 
Number of Samples Run,12
 
Sample Name,Ladder
Number of Events,1060
 
Time,Value
17,-9.559967E-02
17.05,-8.502518E-02
17.1,-7.848831E-02
17.15,-7.927924E-02
17.2,-0.101524
17.25,-0.110689
17.3,-0.1057849
17.35,-0.1087619
17.4,-0.1090519
17.45,-0.11002
17.5,-0.1069585
17.55,-0.1082928
17.6,-0.1253668
17.65,-0.1172997
17.7,-0.1139122
17.75,-9.899888E-02
17.8,-5.854165E-02
17.85,-3.519724E-02
17.9,-1.983644E-02
17.95,-3.121693E-02
18,-5.690221E-02
18.05,-0.1001158
18.1,-0.1373104
18.15,-0.1461878
18.2,-0.1147972
18.25,-6.123518E-02
18.3,-7.16128E-03
18.35,4.970596E-03
18.4,-5.289794E-03
18.45,-4.581686E-02
18.5,-3.152069E-02
18.55,0.10894
18.6,0.2565398
18.65,0.2970694
18.7,0.2312391
18.75,0.1026657
18.8,-5.967217E-02
18.85,-0.1581026
18.9,-0.1298253
18.95,-6.491517E-02
19,-3.511691E-02
19.05,-2.444473E-02
19.1,-4.046841E-02
19.15,-8.959088E-02
19.2,-0.1275685
19.25,-0.1445513
19.3,-0.1404053
19.35,-0.1228838
19.4,-0.1047221
19.45,-8.138654E-02
19.5,-7.268004E-02
19.55,-0.0646489
19.6,-7.389105E-02
19.65,-8.529794E-02
19.7,-9.382683E-02
19.75,-9.881937E-02
19.8,-0.0716717
19.85,-5.930386E-02
19.9,-5.204316E-02
19.95,-4.753135E-02
20,-0.0548826
20.05,-0.0725966
20.1,-9.477807E-02
20.15,-9.868578E-02
20.2,-9.607499E-02
20.25,-7.802663E-02
20.3,-4.671026E-02
20.35,-1.733034E-02
20.4,2.067541E-05
20.45,-1.686819E-02
20.5,-4.303189E-02
20.55,-7.002195E-02
20.6,-8.847322E-02
20.65,-0.1063416
20.7,-0.1092413
20.75,-0.1081215
20.8,-0.1083005
20.85,-0.1063281
20.9,-7.785558E-02
20.95,-7.062891E-02
21,-0.0750888
21.05,-8.351479E-02
21.1,-9.351251E-02
21.15,-0.1042327
21.2,-9.157102E-02
21.25,-5.775736E-02
21.3,-3.213426E-02
21.35,-2.920327E-02
21.4,-3.322639E-02
21.45,-4.027218E-02
21.5,-3.289931E-02
21.55,-1.014878E-02
21.6,2.037944E-02
21.65,2.950509E-02
21.7,-2.002062E-03
21.75,-5.164213E-02
21.8,-9.949777E-02
21.85,-0.1134704
21.9,-0.1045789
21.95,-8.524434E-02
22,-5.651922E-02
22.05,-3.748893E-02
22.1,-0.0404222
22.15,-6.173365E-02
22.2,4.199948E-02
22.25,0.6486641
22.3,2.121186
22.35,4.456742
22.4,7.026877
22.45,8.926558
22.5,9.376565
22.55,8.168752
22.6,5.93695
22.65,3.598415
22.7,1.784969
22.75,0.7198951
22.8,0.2425084
22.85,8.982133E-02
22.9,4.068297E-02
22.95,7.203639E-03
23,2.218554E-02
23.05,2.751529E-02
23.1,1.588925E-02
23.15,2.520928E-03
23.2,-3.492256E-02
23.25,-3.492006E-02
23.3,9.219676E-02
23.35,0.262072
23.4,0.3393513
23.45,0.3021398
23.5,0.2102866
23.55,0.1272016
23.6,7.780404E-02
23.65,9.233318E-02
23.7,0.1322507
23.75,0.165965
23.8,0.2098165
23.85,0.2349691
23.9,0.2517985
23.95,0.225961
24,0.2016683
24.05,0.1615268
24.1,0.1899049
24.15,0.2400233
24.2,0.270785
24.25,0.2714846
24.3,0.2469957
24.35,0.2371993
24.4,0.2605695
24.45,0.2618851
24.5,0.2888184
24.55,0.2978933
24.6,0.3037428
24.65,0.3125309
24.7,0.3354624
24.75,0.3681197
24.8,0.3875898
24.85,0.4018703
24.9,0.3947949
24.95,0.371266
25,0.3721965
25.05,0.4151619
25.1,0.4721743
25.15,0.4948613
25.2,0.478948
25.25,0.432844
25.3,0.3741229
25.35,0.3365475
25.4,0.3077426
25.45,0.2843804
25.5,0.2625228
25.55,0.2590916
25.6,0.2712825
25.65,0.3004481
25.7,0.3189183
25.75,0.3184918
25.8,0.3055972
25.85,0.2810997
25.9,0.298903
25.95,0.3260532
26,0.3327206
26.05,0.3208022
26.1,0.3114966
26.15,0.3074608
26.2,0.2939098
26.25,0.3030574
26.3,0.3467617
26.35,0.3610103
26.4,0.3508734
26.45,0.3473461
26.5,0.3583724
26.55,0.3754085
26.6,0.4076542
26.65,0.4419811
26.7,0.4443129
26.75,0.4170913
26.8,0.3919573
26.85,0.3741786
26.9,0.3618641
26.95,0.3668757
27,0.3779017
27.05,0.3553551
27.1,0.354932
27.15,0.3592863
27.2,0.3702347
27.25,0.4052647
27.3,0.4779666
27.35,0.5195127
27.4,0.5381865
27.45,0.5428888
27.5,0.5657324
27.55,0.5721597
27.6,0.5784836
27.65,0.5748438
27.7,0.569916
27.75,0.562535
27.8,0.5875711
27.85,0.6246638
27.9,0.6817556
27.95,0.7471532
28,0.8150497
28.05,0.8945467
28.1,0.9932372
28.15,1.106507
